Entry	Entry Name	Protein names	Gene Names	Organism	Length	Virus hosts
A0A5Q0V258	A0A5Q0V258_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A5Q0V2R6	A0A5Q0V2R6_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1382	
A0A5Q0V2U4	A0A5Q0V2U4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A5Q0V3I3	A0A5Q0V3I3_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A649UI73	A0A649UI73_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A650ARS4	A0A650ARS4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1387	
A0A650ART3	A0A650ART3_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A650ART5	A0A650ART5_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A650ART8	A0A650ART8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650ARU0	A0A650ARU0_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1379	
A0A650ARU8	A0A650ARU8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1387	
A0A650ARU9	A0A650ARU9_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650ARV7	A0A650ARV7_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650ARW4	A0A650ARW4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650ARY1	A0A650ARY1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1380	
A0A650AS18	A0A650AS18_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650AS26	A0A650AS26_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1380	
A0A650AS35	A0A650AS35_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650ASB7	A0A650ASB7_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1379	
A0A650FQ47	A0A650FQ47_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650FQ48	A0A650FQ48_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650FQ50	A0A650FQ50_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650FQ51	A0A650FQ51_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650FQ52	A0A650FQ52_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650FQ58	A0A650FQ58_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650FQ59	A0A650FQ59_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650FQ61	A0A650FQ61_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A650FQH4	A0A650FQH4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A650G1W6	A0A650G1W6_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6B8QIH0	A0A6B8QIH0_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B8QIJ8	A0A6B8QIJ8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6B8QIN0	A0A6B8QIN0_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6B8QIQ9	A0A6B8QIQ9_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6B8QIV4	A0A6B8QIV4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B8QJ07	A0A6B8QJ07_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6B8QJ22	A0A6B8QJ22_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B8QJ33	A0A6B8QJ33_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6B8QJ35	A0A6B8QJ35_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6B8QJ45	A0A6B8QJ45_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B8QJ84	A0A6B8QJ84_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B8QJA3	A0A6B8QJA3_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6B8QJA8	A0A6B8QJA8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6B9JHQ4	A0A6B9JHQ4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6B9KR94	A0A6B9KR94_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S 5425_gp2	Rousettus aegyptiacus bat coronavirus 229E-related	1363	
A0A6B9NT69	A0A6B9NT69_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9NUB6	A0A6B9NUB6_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1380	
A0A6B9NUI0	A0A6B9NUI0_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9NYK8	A0A6B9NYK8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1380	
A0A6B9P1Z3	A0A6B9P1Z3_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9P587	A0A6B9P587_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9P7I1	A0A6B9P7I1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9P925	A0A6B9P925_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9PBS3	A0A6B9PBS3_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S FR2019001_00003	Porcine epidemic diarrhea virus	1383	
A0A6B9PGS3	A0A6B9PGS3_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9PGT2	A0A6B9PGT2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1380	
A0A6B9WAW7	A0A6B9WAW7_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1381	
A0A6B9WFB7	A0A6B9WFB7_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1382	
A0A6B9XTG2	A0A6B9XTG2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XTI0	A0A6B9XTI0_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XTI5	A0A6B9XTI5_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XTJ5	A0A6B9XTJ5_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XUW1	A0A6B9XUW1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XUX2	A0A6B9XUX2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XW58	A0A6B9XW58_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XW67	A0A6B9XW67_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XWH4	A0A6B9XWH4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XWJ0	A0A6B9XWJ0_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XYG9	A0A6B9XYG9_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XYI1	A0A6B9XYI1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XYY2	A0A6B9XYY2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XZ21	A0A6B9XZ21_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XZ27	A0A6B9XZ27_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1387	
A0A6B9XZ30	A0A6B9XZ30_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9XZ40	A0A6B9XZ40_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6B9Y081	A0A6B9Y081_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1387	
A0A6B9Y086	A0A6B9Y086_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1389	
A0A6C0M491	A0A6C0M491_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6C0M497	A0A6C0M497_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6C0M4A1	A0A6C0M4A1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6C0M4A8	A0A6C0M4A8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6C0M5A0	A0A6C0M5A0_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6C0M5A2	A0A6C0M5A2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6C0M5A8	A0A6C0M5A8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6C0M5B4	A0A6C0M5B4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6C0M5B5	A0A6C0M5B5_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6C0M645	A0A6C0M645_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6C0VCG3	A0A6C0VCG3_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HIX5	A0A6G8HIX5_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HIX9	A0A6G8HIX9_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6G8HIY6	A0A6G8HIY6_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HIY7	A0A6G8HIY7_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HIZ2	A0A6G8HIZ2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HIZ6	A0A6G8HIZ6_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HJ01	A0A6G8HJ01_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6G8HJ09	A0A6G8HJ09_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HJ12	A0A6G8HJ12_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HJ18	A0A6G8HJ18_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6G8HJ23	A0A6G8HJ23_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HJ42	A0A6G8HJ42_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HJ43	A0A6G8HJ43_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HJ63	A0A6G8HJ63_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6G8HJ71	A0A6G8HJ71_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6G8HJ75	A0A6G8HJ75_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HJ84	A0A6G8HJ84_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HJ93	A0A6G8HJ93_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8HJA2	A0A6G8HJA2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6G8HJB1	A0A6G8HJB1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6G8MU66	A0A6G8MU66_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PM95	A0A6H1PM95_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMA4	A0A6H1PMA4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMA5	A0A6H1PMA5_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMB4	A0A6H1PMB4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMB5	A0A6H1PMB5_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PMC4	A0A6H1PMC4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PMC6	A0A6H1PMC6_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMD2	A0A6H1PMD2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PMD5	A0A6H1PMD5_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PME1	A0A6H1PME1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PME5	A0A6H1PME5_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PMF0	A0A6H1PMF0_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1384	
A0A6H1PMF4	A0A6H1PMF4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PMI1	A0A6H1PMI1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMJ1	A0A6H1PMJ1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMJ2	A0A6H1PMJ2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMK1	A0A6H1PMK1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMK4	A0A6H1PMK4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PML2	A0A6H1PML2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PML3	A0A6H1PML3_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PML5	A0A6H1PML5_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMM1	A0A6H1PMM1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMM2	A0A6H1PMM2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMM4	A0A6H1PMM4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMM9	A0A6H1PMM9_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PMN1	A0A6H1PMN1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PMN2	A0A6H1PMN2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMN9	A0A6H1PMN9_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PMP2	A0A6H1PMP2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PMP7	A0A6H1PMP7_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMQ8	A0A6H1PMQ8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PMR8	A0A6H1PMR8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PMV7	A0A6H1PMV7_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMW7	A0A6H1PMW7_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMX7	A0A6H1PMX7_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PMY4	A0A6H1PMY4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PMZ6	A0A6H1PMZ6_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PN04	A0A6H1PN04_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1382	
A0A6H1PNB6	A0A6H1PNB6_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PNC7	A0A6H1PNC7_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PND6	A0A6H1PND6_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PNE6	A0A6H1PNE6_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PNF6	A0A6H1PNF6_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PNF8	A0A6H1PNF8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PNG6	A0A6H1PNG6_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PNG8	A0A6H1PNG8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PNH5	A0A6H1PNH5_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PNH8	A0A6H1PNH8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PNI8	A0A6H1PNI8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PNJ8	A0A6H1PNJ8_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PNK7	A0A6H1PNK7_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PNL7	A0A6H1PNL7_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PNT1	A0A6H1PNT1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PNU0	A0A6H1PNU0_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PNV1	A0A6H1PNV1_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PNW2	A0A6H1PNW2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PNX2	A0A6H1PNX2_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PNY4	A0A6H1PNY4_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PP77	A0A6H1PP77_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PP95	A0A6H1PP95_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1386	
A0A6H1PPA9	A0A6H1PPA9_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
A0A6H1PPB9	A0A6H1PPB9_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1383	
A0A6H1PPC9	A0A6H1PPC9_9ALPC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S	Porcine epidemic diarrhea virus	1385	
